data.seed,n.segments,method,selected
69,20,"10-fold 10 times min err, min segs",13
69,20,"2-fold 50 times min err, min segs",19
69,20,"50% 100 times min err, min segs",20
69,20,"10% 100 times min err, max times",20
69,20,"10-fold 10 times min err, max times",20
69,20,"2-fold 50 times min err, max times",20
69,20,"50% 100 times min err, max times",20
69,20,"10% 100 times mean err, min err",20
69,20,"10-fold 10 times mean err, min err",20
69,20,"2-fold 50 times mean err, min err",20
69,20,"50% 100 times mean err, min err",20
70,1,10% 100 times penaltyExp -1 min loss,1
70,1,10-fold 10 times penaltyExp -1 min loss,1
70,1,2-fold 50 times penaltyExp -1 min loss,1
70,1,50% 100 times penaltyExp -1 min loss,1
70,1,10% 100 times penaltyExp -0.5 min loss,1
70,1,10-fold 10 times penaltyExp -0.5 min loss,1
70,1,2-fold 50 times penaltyExp -0.5 min loss,1
70,1,50% 100 times penaltyExp -0.5 min loss,1
70,1,10% 100 times penaltyExp 0 min loss,1
70,1,10-fold 10 times penaltyExp 0 min loss,1
70,1,2-fold 50 times penaltyExp 0 min loss,1
70,1,50% 100 times penaltyExp 0 min loss,1
70,1,10% 100 times penaltyExp -1 max freq,1
70,1,10-fold 10 times penaltyExp -1 max freq,1
70,1,2-fold 50 times penaltyExp -1 max freq,1
70,1,50% 100 times penaltyExp -1 max freq,1
70,1,10% 100 times penaltyExp -0.5 max freq,1
70,1,10-fold 10 times penaltyExp -0.5 max freq,1
70,1,2-fold 50 times penaltyExp -0.5 max freq,1
70,1,50% 100 times penaltyExp -0.5 max freq,1
70,1,10% 100 times penaltyExp 0 max freq,1
70,1,10-fold 10 times penaltyExp 0 max freq,1
70,1,2-fold 50 times penaltyExp 0 max freq,1
70,1,50% 100 times penaltyExp 0 max freq,1
70,1,"10% 100 times min err, min segs",1
70,1,"10-fold 10 times min err, min segs",1
70,1,"2-fold 50 times min err, min segs",1
70,1,"50% 100 times min err, min segs",1
70,1,"10% 100 times min err, max times",1
70,1,"10-fold 10 times min err, max times",1
70,1,"2-fold 50 times min err, max times",1
70,1,"50% 100 times min err, max times",1
70,1,"10% 100 times mean err, min err",1
70,1,"10-fold 10 times mean err, min err",1
70,1,"2-fold 50 times mean err, min err",1
70,1,"50% 100 times mean err, min err",1
70,2,10% 100 times penaltyExp -1 min loss,2
70,2,10-fold 10 times penaltyExp -1 min loss,7
70,2,2-fold 50 times penaltyExp -1 min loss,2
70,2,50% 100 times penaltyExp -1 min loss,2
70,2,10% 100 times penaltyExp -0.5 min loss,2
70,2,10-fold 10 times penaltyExp -0.5 min loss,7
70,2,2-fold 50 times penaltyExp -0.5 min loss,5
70,2,50% 100 times penaltyExp -0.5 min loss,2
70,2,10% 100 times penaltyExp 0 min loss,2
70,2,10-fold 10 times penaltyExp 0 min loss,7
70,2,2-fold 50 times penaltyExp 0 min loss,7
70,2,50% 100 times penaltyExp 0 min loss,2
70,2,10% 100 times penaltyExp -1 max freq,2
70,2,10-fold 10 times penaltyExp -1 max freq,2
70,2,2-fold 50 times penaltyExp -1 max freq,2
70,2,50% 100 times penaltyExp -1 max freq,2
70,2,10% 100 times penaltyExp -0.5 max freq,2
70,2,10-fold 10 times penaltyExp -0.5 max freq,2
70,2,2-fold 50 times penaltyExp -0.5 max freq,2
70,2,50% 100 times penaltyExp -0.5 max freq,2
70,2,10% 100 times penaltyExp 0 max freq,2
70,2,10-fold 10 times penaltyExp 0 max freq,2
70,2,2-fold 50 times penaltyExp 0 max freq,2
70,2,50% 100 times penaltyExp 0 max freq,2
70,2,"10% 100 times min err, min segs",1
70,2,"10-fold 10 times min err, min segs",1
70,2,"2-fold 50 times min err, min segs",2
70,2,"50% 100 times min err, min segs",2
70,2,"10% 100 times min err, max times",2
70,2,"10-fold 10 times min err, max times",2
70,2,"2-fold 50 times min err, max times",2
70,2,"50% 100 times min err, max times",2
70,2,"10% 100 times mean err, min err",2
70,2,"10-fold 10 times mean err, min err",7
70,2,"2-fold 50 times mean err, min err",2
70,2,"50% 100 times mean err, min err",2
70,5,10% 100 times penaltyExp -1 min loss,6
70,5,10-fold 10 times penaltyExp -1 min loss,6
70,5,2-fold 50 times penaltyExp -1 min loss,22
70,5,50% 100 times penaltyExp -1 min loss,29
70,5,10% 100 times penaltyExp -0.5 min loss,6
70,5,10-fold 10 times penaltyExp -0.5 min loss,7
70,5,2-fold 50 times penaltyExp -0.5 min loss,29
70,5,50% 100 times penaltyExp -0.5 min loss,34
70,5,10% 100 times penaltyExp 0 min loss,7
70,5,10-fold 10 times penaltyExp 0 min loss,8
70,5,2-fold 50 times penaltyExp 0 min loss,29
70,5,50% 100 times penaltyExp 0 min loss,36
70,5,10% 100 times penaltyExp -1 max freq,5
70,5,10-fold 10 times penaltyExp -1 max freq,5
70,5,2-fold 50 times penaltyExp -1 max freq,5
70,5,50% 100 times penaltyExp -1 max freq,5
70,5,10% 100 times penaltyExp -0.5 max freq,5
70,5,10-fold 10 times penaltyExp -0.5 max freq,5
70,5,2-fold 50 times penaltyExp -0.5 max freq,5
70,5,50% 100 times penaltyExp -0.5 max freq,5
70,5,10% 100 times penaltyExp 0 max freq,5
70,5,10-fold 10 times penaltyExp 0 max freq,5
70,5,2-fold 50 times penaltyExp 0 max freq,5
70,5,50% 100 times penaltyExp 0 max freq,5
70,5,"10% 100 times min err, min segs",3
70,5,"10-fold 10 times min err, min segs",3
70,5,"2-fold 50 times min err, min segs",5
70,5,"50% 100 times min err, min segs",5
70,5,"10% 100 times min err, max times",5
70,5,"10-fold 10 times min err, max times",5
70,5,"2-fold 50 times min err, max times",5
70,5,"50% 100 times min err, max times",5
70,5,"10% 100 times mean err, min err",7
70,5,"10-fold 10 times mean err, min err",27
70,5,"2-fold 50 times mean err, min err",16
70,5,"50% 100 times mean err, min err",19
70,10,10% 100 times penaltyExp -1 min loss,10
70,10,10-fold 10 times penaltyExp -1 min loss,10
70,10,2-fold 50 times penaltyExp -1 min loss,10
70,10,50% 100 times penaltyExp -1 min loss,10
70,10,10% 100 times penaltyExp -0.5 min loss,10
70,10,10-fold 10 times penaltyExp -0.5 min loss,10
70,10,2-fold 50 times penaltyExp -0.5 min loss,10
70,10,50% 100 times penaltyExp -0.5 min loss,10
70,10,10% 100 times penaltyExp 0 min loss,10
70,10,10-fold 10 times penaltyExp 0 min loss,10
70,10,2-fold 50 times penaltyExp 0 min loss,10
70,10,50% 100 times penaltyExp 0 min loss,10
70,10,10% 100 times penaltyExp -1 max freq,10
70,10,10-fold 10 times penaltyExp -1 max freq,10
70,10,2-fold 50 times penaltyExp -1 max freq,10
70,10,50% 100 times penaltyExp -1 max freq,10
70,10,10% 100 times penaltyExp -0.5 max freq,10
70,10,10-fold 10 times penaltyExp -0.5 max freq,10
70,10,2-fold 50 times penaltyExp -0.5 max freq,10
70,10,50% 100 times penaltyExp -0.5 max freq,10
70,10,10% 100 times penaltyExp 0 max freq,10
70,10,10-fold 10 times penaltyExp 0 max freq,10
70,10,2-fold 50 times penaltyExp 0 max freq,10
70,10,50% 100 times penaltyExp 0 max freq,10
70,10,"10% 100 times min err, min segs",7
70,10,"10-fold 10 times min err, min segs",7
70,10,"2-fold 50 times min err, min segs",10
70,10,"50% 100 times min err, min segs",10
70,10,"10% 100 times min err, max times",10
70,10,"10-fold 10 times min err, max times",10
70,10,"2-fold 50 times min err, max times",10
70,10,"50% 100 times min err, max times",10
70,10,"10% 100 times mean err, min err",10
70,10,"10-fold 10 times mean err, min err",17
70,10,"2-fold 50 times mean err, min err",10
70,10,"50% 100 times mean err, min err",10
70,15,10% 100 times penaltyExp -1 min loss,22
70,15,10-fold 10 times penaltyExp -1 min loss,22
70,15,2-fold 50 times penaltyExp -1 min loss,31
70,15,50% 100 times penaltyExp -1 min loss,15
70,15,10% 100 times penaltyExp -0.5 min loss,22
70,15,10-fold 10 times penaltyExp -0.5 min loss,31
70,15,2-fold 50 times penaltyExp -0.5 min loss,31
70,15,50% 100 times penaltyExp -0.5 min loss,15
70,15,10% 100 times penaltyExp 0 min loss,31
70,15,10-fold 10 times penaltyExp 0 min loss,31
70,15,2-fold 50 times penaltyExp 0 min loss,51
70,15,50% 100 times penaltyExp 0 min loss,16
70,15,10% 100 times penaltyExp -1 max freq,15
70,15,10-fold 10 times penaltyExp -1 max freq,15
70,15,2-fold 50 times penaltyExp -1 max freq,15
70,15,50% 100 times penaltyExp -1 max freq,15
70,15,10% 100 times penaltyExp -0.5 max freq,15
70,15,10-fold 10 times penaltyExp -0.5 max freq,15
70,15,2-fold 50 times penaltyExp -0.5 max freq,15
70,15,50% 100 times penaltyExp -0.5 max freq,15
70,15,10% 100 times penaltyExp 0 max freq,15
70,15,10-fold 10 times penaltyExp 0 max freq,15
70,15,2-fold 50 times penaltyExp 0 max freq,16
70,15,50% 100 times penaltyExp 0 max freq,15
70,15,"10% 100 times min err, min segs",14
70,15,"10-fold 10 times min err, min segs",13
70,15,"2-fold 50 times min err, min segs",14
70,15,"50% 100 times min err, min segs",14
70,15,"10% 100 times min err, max times",15
70,15,"10-fold 10 times min err, max times",15
70,15,"2-fold 50 times min err, max times",15
70,15,"50% 100 times min err, max times",15
70,15,"10% 100 times mean err, min err",24
70,15,"10-fold 10 times mean err, min err",25
70,15,"2-fold 50 times mean err, min err",27
70,15,"50% 100 times mean err, min err",15
70,20,10% 100 times penaltyExp -1 min loss,21
70,20,10-fold 10 times penaltyExp -1 min loss,36
70,20,2-fold 50 times penaltyExp -1 min loss,28
70,20,50% 100 times penaltyExp -1 min loss,25
70,20,10% 100 times penaltyExp -0.5 min loss,21
70,20,10-fold 10 times penaltyExp -0.5 min loss,43
70,20,2-fold 50 times penaltyExp -0.5 min loss,43
70,20,50% 100 times penaltyExp -0.5 min loss,43
70,20,10% 100 times penaltyExp 0 min loss,21
70,20,10-fold 10 times penaltyExp 0 min loss,43
70,20,2-fold 50 times penaltyExp 0 min loss,50
70,20,50% 100 times penaltyExp 0 min loss,43
70,20,10% 100 times penaltyExp -1 max freq,20
70,20,10-fold 10 times penaltyExp -1 max freq,20
70,20,2-fold 50 times penaltyExp -1 max freq,20
70,20,50% 100 times penaltyExp -1 max freq,20
70,20,10% 100 times penaltyExp -0.5 max freq,20
70,20,10-fold 10 times penaltyExp -0.5 max freq,21
70,20,2-fold 50 times penaltyExp -0.5 max freq,20
70,20,50% 100 times penaltyExp -0.5 max freq,20
70,20,10% 100 times penaltyExp 0 max freq,20
70,20,10-fold 10 times penaltyExp 0 max freq,21
70,20,2-fold 50 times penaltyExp 0 max freq,20
70,20,50% 100 times penaltyExp 0 max freq,20
70,20,"10% 100 times min err, min segs",19
70,20,"10-fold 10 times min err, min segs",19
70,20,"2-fold 50 times min err, min segs",19
70,20,"50% 100 times min err, min segs",20
70,20,"10% 100 times min err, max times",20
70,20,"10-fold 10 times min err, max times",20
70,20,"2-fold 50 times min err, max times",20
70,20,"50% 100 times min err, max times",20
70,20,"10% 100 times mean err, min err",21
70,20,"10-fold 10 times mean err, min err",39
70,20,"2-fold 50 times mean err, min err",34
70,20,"50% 100 times mean err, min err",30
71,1,10% 100 times penaltyExp -1 min loss,1
71,1,10-fold 10 times penaltyExp -1 min loss,1
71,1,2-fold 50 times penaltyExp -1 min loss,1
71,1,50% 100 times penaltyExp -1 min loss,1
71,1,10% 100 times penaltyExp -0.5 min loss,1
71,1,10-fold 10 times penaltyExp -0.5 min loss,1
71,1,2-fold 50 times penaltyExp -0.5 min loss,1
71,1,50% 100 times penaltyExp -0.5 min loss,1
71,1,10% 100 times penaltyExp 0 min loss,1
71,1,10-fold 10 times penaltyExp 0 min loss,1
71,1,2-fold 50 times penaltyExp 0 min loss,1
71,1,50% 100 times penaltyExp 0 min loss,1
71,1,10% 100 times penaltyExp -1 max freq,10
71,1,10-fold 10 times penaltyExp -1 max freq,1
71,1,2-fold 50 times penaltyExp -1 max freq,1
71,1,50% 100 times penaltyExp -1 max freq,1
71,1,10% 100 times penaltyExp -0.5 max freq,10
71,1,10-fold 10 times penaltyExp -0.5 max freq,1
71,1,2-fold 50 times penaltyExp -0.5 max freq,1
71,1,50% 100 times penaltyExp -0.5 max freq,1
71,1,10% 100 times penaltyExp 0 max freq,10
71,1,10-fold 10 times penaltyExp 0 max freq,1
71,1,2-fold 50 times penaltyExp 0 max freq,1
71,1,50% 100 times penaltyExp 0 max freq,1
71,1,"10% 100 times min err, min segs",1
71,1,"10-fold 10 times min err, min segs",1
71,1,"2-fold 50 times min err, min segs",1
71,1,"50% 100 times min err, min segs",1
71,1,"10% 100 times min err, max times",1
71,1,"10-fold 10 times min err, max times",1
71,1,"2-fold 50 times min err, max times",1
71,1,"50% 100 times min err, max times",1
71,1,"10% 100 times mean err, min err",1
71,1,"10-fold 10 times mean err, min err",1
71,1,"2-fold 50 times mean err, min err",1
71,1,"50% 100 times mean err, min err",1
71,2,10% 100 times penaltyExp -1 min loss,3
71,2,10-fold 10 times penaltyExp -1 min loss,3
71,2,2-fold 50 times penaltyExp -1 min loss,2
71,2,50% 100 times penaltyExp -1 min loss,2
71,2,10% 100 times penaltyExp -0.5 min loss,3
71,2,10-fold 10 times penaltyExp -0.5 min loss,3
71,2,2-fold 50 times penaltyExp -0.5 min loss,3
71,2,50% 100 times penaltyExp -0.5 min loss,2
71,2,10% 100 times penaltyExp 0 min loss,3
71,2,10-fold 10 times penaltyExp 0 min loss,3
71,2,2-fold 50 times penaltyExp 0 min loss,3
71,2,50% 100 times penaltyExp 0 min loss,3
71,2,10% 100 times penaltyExp -1 max freq,2
71,2,10-fold 10 times penaltyExp -1 max freq,2
71,2,2-fold 50 times penaltyExp -1 max freq,2
71,2,50% 100 times penaltyExp -1 max freq,2
71,2,10% 100 times penaltyExp -0.5 max freq,2
71,2,10-fold 10 times penaltyExp -0.5 max freq,2
71,2,2-fold 50 times penaltyExp -0.5 max freq,2
71,2,50% 100 times penaltyExp -0.5 max freq,2
71,2,10% 100 times penaltyExp 0 max freq,2
71,2,10-fold 10 times penaltyExp 0 max freq,2
71,2,2-fold 50 times penaltyExp 0 max freq,2
71,2,50% 100 times penaltyExp 0 max freq,2
71,2,"10% 100 times min err, min segs",1
71,2,"10-fold 10 times min err, min segs",1
71,2,"2-fold 50 times min err, min segs",2
71,2,"50% 100 times min err, min segs",2
71,2,"10% 100 times min err, max times",2
71,2,"10-fold 10 times min err, max times",2
71,2,"2-fold 50 times min err, max times",2
71,2,"50% 100 times min err, max times",2
71,2,"10% 100 times mean err, min err",4
71,2,"10-fold 10 times mean err, min err",3
71,2,"2-fold 50 times mean err, min err",3
71,2,"50% 100 times mean err, min err",3
71,5,10% 100 times penaltyExp -1 min loss,9
71,5,10-fold 10 times penaltyExp -1 min loss,9
71,5,2-fold 50 times penaltyExp -1 min loss,7
71,5,50% 100 times penaltyExp -1 min loss,7
71,5,10% 100 times penaltyExp -0.5 min loss,9
71,5,10-fold 10 times penaltyExp -0.5 min loss,9
71,5,2-fold 50 times penaltyExp -0.5 min loss,8
71,5,50% 100 times penaltyExp -0.5 min loss,9
71,5,10% 100 times penaltyExp 0 min loss,9
71,5,10-fold 10 times penaltyExp 0 min loss,9
71,5,2-fold 50 times penaltyExp 0 min loss,13
71,5,50% 100 times penaltyExp 0 min loss,13
71,5,10% 100 times penaltyExp -1 max freq,7
71,5,10-fold 10 times penaltyExp -1 max freq,9
71,5,2-fold 50 times penaltyExp -1 max freq,7
71,5,50% 100 times penaltyExp -1 max freq,6
71,5,10% 100 times penaltyExp -0.5 max freq,7
71,5,10-fold 10 times penaltyExp -0.5 max freq,9
71,5,2-fold 50 times penaltyExp -0.5 max freq,7
71,5,50% 100 times penaltyExp -0.5 max freq,7
71,5,10% 100 times penaltyExp 0 max freq,8
71,5,10-fold 10 times penaltyExp 0 max freq,9
71,5,2-fold 50 times penaltyExp 0 max freq,9
71,5,50% 100 times penaltyExp 0 max freq,8
71,5,"10% 100 times min err, min segs",3
71,5,"10-fold 10 times min err, min segs",2
71,5,"2-fold 50 times min err, min segs",5
71,5,"50% 100 times min err, min segs",5
71,5,"10% 100 times min err, max times",5
71,5,"10-fold 10 times min err, max times",5
71,5,"2-fold 50 times min err, max times",7
71,5,"50% 100 times min err, max times",7
71,5,"10% 100 times mean err, min err",9
71,5,"10-fold 10 times mean err, min err",11
71,5,"2-fold 50 times mean err, min err",7
71,5,"50% 100 times mean err, min err",8
71,10,10% 100 times penaltyExp -1 min loss,30
71,10,10-fold 10 times penaltyExp -1 min loss,12
71,10,2-fold 50 times penaltyExp -1 min loss,16
71,10,50% 100 times penaltyExp -1 min loss,10
71,10,10% 100 times penaltyExp -0.5 min loss,30
71,10,10-fold 10 times penaltyExp -0.5 min loss,13
71,10,2-fold 50 times penaltyExp -0.5 min loss,30
71,10,50% 100 times penaltyExp -0.5 min loss,10
71,10,10% 100 times penaltyExp 0 min loss,31
71,10,10-fold 10 times penaltyExp 0 min loss,13
71,10,2-fold 50 times penaltyExp 0 min loss,32
71,10,50% 100 times penaltyExp 0 min loss,10
71,10,10% 100 times penaltyExp -1 max freq,10
71,10,10-fold 10 times penaltyExp -1 max freq,10
71,10,2-fold 50 times penaltyExp -1 max freq,10
71,10,50% 100 times penaltyExp -1 max freq,10
71,10,10% 100 times penaltyExp -0.5 max freq,10
71,10,10-fold 10 times penaltyExp -0.5 max freq,10
71,10,2-fold 50 times penaltyExp -0.5 max freq,10
71,10,50% 100 times penaltyExp -0.5 max freq,10
71,10,10% 100 times penaltyExp 0 max freq,10
71,10,10-fold 10 times penaltyExp 0 max freq,10
71,10,2-fold 50 times penaltyExp 0 max freq,10
71,10,50% 100 times penaltyExp 0 max freq,10
71,10,"10% 100 times min err, min segs",7
71,10,"10-fold 10 times min err, min segs",7
71,10,"2-fold 50 times min err, min segs",10
71,10,"50% 100 times min err, min segs",10
71,10,"10% 100 times min err, max times",10
71,10,"10-fold 10 times min err, max times",10
71,10,"2-fold 50 times min err, max times",10
71,10,"50% 100 times min err, max times",10
71,10,"10% 100 times mean err, min err",24
71,10,"10-fold 10 times mean err, min err",13
71,10,"2-fold 50 times mean err, min err",20
71,10,"50% 100 times mean err, min err",10
71,15,10% 100 times penaltyExp -1 min loss,47
71,15,10-fold 10 times penaltyExp -1 min loss,46
71,15,2-fold 50 times penaltyExp -1 min loss,19
71,15,50% 100 times penaltyExp -1 min loss,20
71,15,10% 100 times penaltyExp -0.5 min loss,47
71,15,10-fold 10 times penaltyExp -0.5 min loss,47
71,15,2-fold 50 times penaltyExp -0.5 min loss,23
71,15,50% 100 times penaltyExp -0.5 min loss,23
71,15,10% 100 times penaltyExp 0 min loss,52
71,15,10-fold 10 times penaltyExp 0 min loss,47
71,15,2-fold 50 times penaltyExp 0 min loss,34
71,15,50% 100 times penaltyExp 0 min loss,34
71,15,10% 100 times penaltyExp -1 max freq,15
71,15,10-fold 10 times penaltyExp -1 max freq,15
71,15,2-fold 50 times penaltyExp -1 max freq,15
71,15,50% 100 times penaltyExp -1 max freq,15
71,15,10% 100 times penaltyExp -0.5 max freq,15
71,15,10-fold 10 times penaltyExp -0.5 max freq,15
71,15,2-fold 50 times penaltyExp -0.5 max freq,15
71,15,50% 100 times penaltyExp -0.5 max freq,15
71,15,10% 100 times penaltyExp 0 max freq,15
71,15,10-fold 10 times penaltyExp 0 max freq,15
71,15,2-fold 50 times penaltyExp 0 max freq,15
71,15,50% 100 times penaltyExp 0 max freq,15
71,15,"10% 100 times min err, min segs",13
71,15,"10-fold 10 times min err, min segs",13
71,15,"2-fold 50 times min err, min segs",15
71,15,"50% 100 times min err, min segs",15
71,15,"10% 100 times min err, max times",15
71,15,"10-fold 10 times min err, max times",15
71,15,"2-fold 50 times min err, max times",15
71,15,"50% 100 times min err, max times",15
71,15,"10% 100 times mean err, min err",44
71,15,"10-fold 10 times mean err, min err",47
71,15,"2-fold 50 times mean err, min err",25
71,15,"50% 100 times mean err, min err",31
71,20,10% 100 times penaltyExp -1 min loss,25
71,20,10-fold 10 times penaltyExp -1 min loss,25
71,20,2-fold 50 times penaltyExp -1 min loss,23
71,20,50% 100 times penaltyExp -1 min loss,20
71,20,10% 100 times penaltyExp -0.5 min loss,25
71,20,10-fold 10 times penaltyExp -0.5 min loss,25
71,20,2-fold 50 times penaltyExp -0.5 min loss,26
71,20,50% 100 times penaltyExp -0.5 min loss,21
71,20,10% 100 times penaltyExp 0 min loss,25
71,20,10-fold 10 times penaltyExp 0 min loss,25
71,20,2-fold 50 times penaltyExp 0 min loss,30
71,20,50% 100 times penaltyExp 0 min loss,23
71,20,10% 100 times penaltyExp -1 max freq,20
71,20,10-fold 10 times penaltyExp -1 max freq,20
71,20,2-fold 50 times penaltyExp -1 max freq,20
71,20,50% 100 times penaltyExp -1 max freq,20
71,20,10% 100 times penaltyExp -0.5 max freq,20
71,20,10-fold 10 times penaltyExp -0.5 max freq,20
71,20,2-fold 50 times penaltyExp -0.5 max freq,20
71,20,50% 100 times penaltyExp -0.5 max freq,20
71,20,10% 100 times penaltyExp 0 max freq,20
71,20,10-fold 10 times penaltyExp 0 max freq,20
71,20,2-fold 50 times penaltyExp 0 max freq,20
71,20,50% 100 times penaltyExp 0 max freq,20
71,20,"10% 100 times min err, min segs",18
71,20,"10-fold 10 times min err, min segs",17
71,20,"2-fold 50 times min err, min segs",20
71,20,"50% 100 times min err, min segs",20
71,20,"10% 100 times min err, max times",20
71,20,"10-fold 10 times min err, max times",20
71,20,"2-fold 50 times min err, max times",20
71,20,"50% 100 times min err, max times",20
71,20,"10% 100 times mean err, min err",26
71,20,"10-fold 10 times mean err, min err",27
71,20,"2-fold 50 times mean err, min err",27
71,20,"50% 100 times mean err, min err",22
72,1,10% 100 times penaltyExp -1 min loss,2
72,1,10-fold 10 times penaltyExp -1 min loss,2
72,1,2-fold 50 times penaltyExp -1 min loss,1
72,1,50% 100 times penaltyExp -1 min loss,1
72,1,10% 100 times penaltyExp -0.5 min loss,2
72,1,10-fold 10 times penaltyExp -0.5 min loss,2
72,1,2-fold 50 times penaltyExp -0.5 min loss,1
72,1,50% 100 times penaltyExp -0.5 min loss,1
72,1,10% 100 times penaltyExp 0 min loss,2
72,1,10-fold 10 times penaltyExp 0 min loss,2
72,1,2-fold 50 times penaltyExp 0 min loss,1
72,1,50% 100 times penaltyExp 0 min loss,1
72,1,10% 100 times penaltyExp -1 max freq,4
72,1,10-fold 10 times penaltyExp -1 max freq,7
72,1,2-fold 50 times penaltyExp -1 max freq,1
72,1,50% 100 times penaltyExp -1 max freq,1
72,1,10% 100 times penaltyExp -0.5 max freq,4
72,1,10-fold 10 times penaltyExp -0.5 max freq,8
72,1,2-fold 50 times penaltyExp -0.5 max freq,1
72,1,50% 100 times penaltyExp -0.5 max freq,1
72,1,10% 100 times penaltyExp 0 max freq,4
72,1,10-fold 10 times penaltyExp 0 max freq,8
72,1,2-fold 50 times penaltyExp 0 max freq,1
72,1,50% 100 times penaltyExp 0 max freq,1
72,1,"10% 100 times min err, min segs",1
72,1,"10-fold 10 times min err, min segs",1
72,1,"2-fold 50 times min err, min segs",1
72,1,"50% 100 times min err, min segs",1
72,1,"10% 100 times min err, max times",2
72,1,"10-fold 10 times min err, max times",2
72,1,"2-fold 50 times min err, max times",1
72,1,"50% 100 times min err, max times",1
72,1,"10% 100 times mean err, min err",2
72,1,"10-fold 10 times mean err, min err",2
72,1,"2-fold 50 times mean err, min err",1
72,1,"50% 100 times mean err, min err",1
72,2,10% 100 times penaltyExp -1 min loss,2
72,2,10-fold 10 times penaltyExp -1 min loss,3
72,2,2-fold 50 times penaltyExp -1 min loss,2
72,2,50% 100 times penaltyExp -1 min loss,2
72,2,10% 100 times penaltyExp -0.5 min loss,2
72,2,10-fold 10 times penaltyExp -0.5 min loss,3
72,2,2-fold 50 times penaltyExp -0.5 min loss,2
72,2,50% 100 times penaltyExp -0.5 min loss,2
72,2,10% 100 times penaltyExp 0 min loss,2
72,2,10-fold 10 times penaltyExp 0 min loss,3
72,2,2-fold 50 times penaltyExp 0 min loss,2
72,2,50% 100 times penaltyExp 0 min loss,2
72,2,10% 100 times penaltyExp -1 max freq,4
72,2,10-fold 10 times penaltyExp -1 max freq,2
72,2,2-fold 50 times penaltyExp -1 max freq,2
72,2,50% 100 times penaltyExp -1 max freq,2
72,2,10% 100 times penaltyExp -0.5 max freq,4
72,2,10-fold 10 times penaltyExp -0.5 max freq,2
72,2,2-fold 50 times penaltyExp -0.5 max freq,2
72,2,50% 100 times penaltyExp -0.5 max freq,2
72,2,10% 100 times penaltyExp 0 max freq,4
72,2,10-fold 10 times penaltyExp 0 max freq,2
72,2,2-fold 50 times penaltyExp 0 max freq,2
72,2,50% 100 times penaltyExp 0 max freq,2
72,2,"10% 100 times min err, min segs",1
72,2,"10-fold 10 times min err, min segs",1
72,2,"2-fold 50 times min err, min segs",1
72,2,"50% 100 times min err, min segs",1
72,2,"10% 100 times min err, max times",2
72,2,"10-fold 10 times min err, max times",2
72,2,"2-fold 50 times min err, max times",2
72,2,"50% 100 times min err, max times",2
72,2,"10% 100 times mean err, min err",3
72,2,"10-fold 10 times mean err, min err",2
72,2,"2-fold 50 times mean err, min err",2
72,2,"50% 100 times mean err, min err",2
72,5,10% 100 times penaltyExp -1 min loss,6
72,5,10-fold 10 times penaltyExp -1 min loss,6
72,5,2-fold 50 times penaltyExp -1 min loss,5
72,5,50% 100 times penaltyExp -1 min loss,5
72,5,10% 100 times penaltyExp -0.5 min loss,6
72,5,10-fold 10 times penaltyExp -0.5 min loss,6
72,5,2-fold 50 times penaltyExp -0.5 min loss,6
72,5,50% 100 times penaltyExp -0.5 min loss,5
72,5,10% 100 times penaltyExp 0 min loss,6
72,5,10-fold 10 times penaltyExp 0 min loss,6
72,5,2-fold 50 times penaltyExp 0 min loss,8
72,5,50% 100 times penaltyExp 0 min loss,6
72,5,10% 100 times penaltyExp -1 max freq,6
72,5,10-fold 10 times penaltyExp -1 max freq,5
72,5,2-fold 50 times penaltyExp -1 max freq,5
72,5,50% 100 times penaltyExp -1 max freq,5
72,5,10% 100 times penaltyExp -0.5 max freq,6
72,5,10-fold 10 times penaltyExp -0.5 max freq,5
72,5,2-fold 50 times penaltyExp -0.5 max freq,5
72,5,50% 100 times penaltyExp -0.5 max freq,5
72,5,10% 100 times penaltyExp 0 max freq,6
72,5,10-fold 10 times penaltyExp 0 max freq,5
72,5,2-fold 50 times penaltyExp 0 max freq,6
72,5,50% 100 times penaltyExp 0 max freq,6
72,5,"10% 100 times min err, min segs",2
72,5,"10-fold 10 times min err, min segs",3
72,5,"2-fold 50 times min err, min segs",4
72,5,"50% 100 times min err, min segs",5
72,5,"10% 100 times min err, max times",6
72,5,"10-fold 10 times min err, max times",5
72,5,"2-fold 50 times min err, max times",5
72,5,"50% 100 times min err, max times",5
72,5,"10% 100 times mean err, min err",6
72,5,"10-fold 10 times mean err, min err",6
72,5,"2-fold 50 times mean err, min err",6
72,5,"50% 100 times mean err, min err",6
72,10,10% 100 times penaltyExp -1 min loss,10
72,10,10-fold 10 times penaltyExp -1 min loss,10
72,10,2-fold 50 times penaltyExp -1 min loss,10
72,10,50% 100 times penaltyExp -1 min loss,10
72,10,10% 100 times penaltyExp -0.5 min loss,10
72,10,10-fold 10 times penaltyExp -0.5 min loss,10
72,10,2-fold 50 times penaltyExp -0.5 min loss,10
72,10,50% 100 times penaltyExp -0.5 min loss,10
72,10,10% 100 times penaltyExp 0 min loss,10
72,10,10-fold 10 times penaltyExp 0 min loss,10
72,10,2-fold 50 times penaltyExp 0 min loss,10
72,10,50% 100 times penaltyExp 0 min loss,10
72,10,10% 100 times penaltyExp -1 max freq,10
72,10,10-fold 10 times penaltyExp -1 max freq,10
72,10,2-fold 50 times penaltyExp -1 max freq,10
72,10,50% 100 times penaltyExp -1 max freq,10
